coronal,sagittal,transversal
"(270, 124, 4)","(154, 130, 11)","(270, 168, 22)"
"(218, 163, 4)","(151, 165, 16)","(216, 145, 22)"
"(278, 139, 5)","(162, 132, 10)","(279, 173, 22)"
"(283, 128, 6)","(149, 132, 9)","(284, 181, 22)"
"(260, 132, 5)","(181, 136, 11)","(261, 183, 21)"
"(289, 128, 3)","(145, 125, 8)","(289, 119, 23)"
"(257, 154, 6)","(130, 159, 12)","(257, 117, 20)"
"(257, 165, 6)","(129, 165, 11)","(263, 126, 19)"
"(280, 151, 4)","(151, 161, 8)","(278, 143, 21)"
"(205, 117, 4)","(123, 123, 14)","(199, 115, 24)"
"(292, 161, 5)","(148, 174, 8)","(293, 164, 21)"
"(287, 110, 7)","(190, 111, 9)","(289, 187, 23)"
"(282, 172, 4)","(136, 172, 9)","(283, 139, 19)"
"(231, 142, 6)","(128, 157, 15)","(229, 169, 20)"
"(195, 157, 4)","(115, 157, 16)","(212, 147, 20)"
"(314, 50, 5)","(89, 49, 5)","(319, 180, 28)"
"(230, 111, 3)","(133, 108, 15)","(229, 148, 23)"
"(283, 115, 5)","(166, 121, 9)","(285, 164, 23)"
"(269, 178, 3)","(132, 188, 11)","(270, 127, 19)"
"(260, 158, 6)","(168, 159, 12)","(256, 167, 21)"
"(212, 153, 5)","(152, 153, 16)","(214, 168, 20)"
"(264, 169, 6)","(142, 170, 9)","(295, 136, 18)"
"(227, 189, 6)","(130, 203, 15)","(226, 142, 18)"
"(205, 120, 4)","(118, 140, 17)","(203, 170, 21)"
"(231, 145, 5)","(149, 160, 14)","(230, 146, 19)"
"(216, 119, 3)","(145, 124, 16)","(214, 146, 20)"
"(304, 157, 5)","(145, 160, 8)","(331, 153, 20)"
"(297, 164, 5)","(166, 163, 8)","(298, 180, 20)"
"(250, 158, 4)","(170, 160, 12)","(250, 147, 20)"
"(250, 166, 4)","(172, 172, 13)","(250, 175, 22)"
"(214, 124, 4)","(141, 136, 16)","(212, 166, 23)"
"(232, 168, 7)","(139, 170, 13)","(231, 125, 21)"
"(294, 153, 5)","(160, 157, 8)","(296, 172, 22)"
"(278, 198, 5)","(180, 174, 10)","(279, 177, 18)"
"(240, 128, 6)","(132, 136, 14)","(240, 176, 21)"
"(250, 140, 6)","(95, 146, 13)","(250, 142, 20)"
"(214, 138, 4)","(141, 149, 16)","(212, 151, 22)"
"(306, 100, 4)","(158, 112, 7)","(308, 166, 25)"
"(223, 151, 4)","(163, 154, 16)","(222, 165, 22)"
"(215, 137, 6)","(157, 143, 15)","(217, 163, 20)"
"(298, 102, 4)","(146, 113, 8)","(300, 160, 25)"
"(261, 64, 7)","(183, 68, 11)","(261, 170, 27)"
"(204, 160, 4)","(106, 192, 17)","(202, 154, 21)"
"(295, 77, 5)","(143, 77, 8)","(295, 161, 27)"
"(289, 68, 3)","(160, 70, 9)","(291, 129, 27)"
"(223, 137, 4)","(156, 142, 16)","(222, 165, 26)"
"(251, 69, 3)","(160, 73, 13)","(250, 153, 30)"
"(274, 112, 4)","(148, 101, 10)","(274, 151, 24)"
"(283, 220, 7)","(153, 217, 10)","(284, 165, 16)"
"(207, 70, 4)","(150, 70, 17)","(205, 179, 27)"
"(185, 130, 4)","(98, 133, 18)","(181, 123, 22)"
"(259, 180, 4)","(140, 173, 11)","(264, 168, 20)"
"(322, 50, 5)","(109, 51, 8)","(324, 120, 31)"
"(233, 144, 4)","(108, 156, 15)","(229, 147, 23)"
"(205, 101, 3)","(163, 111, 17)","(203, 170, 25)"
"(227, 144, 3)","(107, 134, 16)","(225, 146, 21)"
"(244, 173, 6)","(126, 184, 14)","(238, 149, 20)"
"(252, 148, 6)","(156, 155, 13)","(252, 163, 20)"
"(219, 103, 2)","(153, 106, 15)","(217, 153, 27)"
"(263, 153, 6)","(133, 152, 11)","(263, 167, 20)"
"(313, 133, 4)","(89, 135, 6)","(315, 166, 22)"
"(233, 172, 4)","(137, 174, 15)","(232, 167, 21)"
"(241, 125, 3)","(137, 132, 14)","(235, 159, 23)"
"(280, 157, 7)","(135, 160, 10)","(281, 195, 20)"
"(205, 130, 3)","(152, 133, 17)","(203, 147, 19)"
"(295, 144, 3)","(137, 156, 9)","(297, 163, 23)"
"(299, 147, 4)","(170, 150, 8)","(301, 147, 21)"
"(269, 139, 4)","(149, 145, 11)","(270, 168, 23)"
"(305, 143, 3)","(164, 147, 7)","(308, 162, 21)"
"(231, 155, 3)","(154, 166, 14)","(259, 174, 21)"
"(233, 129, 6)","(181, 120, 15)","(231, 187, 23)"
"(260, 170, 4)","(148, 177, 12)","(260, 168, 19)"
"(269, 178, 7)","(165, 186, 11)","(270, 185, 18)"
"(309, 114, 2)","(139, 118, 7)","(317, 147, 23)"
"(227, 151, 3)","(182, 155, 14)","(228, 153, 22)"
"(278, 135, 5)","(181, 137, 10)","(279, 179, 23)"
"(219, 147, 4)","(103, 147, 15)","(218, 156, 22)"
"(310, 142, 5)","(156, 152, 7)","(312, 168, 21)"
"(297, 133, 4)","(166, 136, 8)","(298, 163, 23)"
"(288, 133, 4)","(135, 100, 10)","(279, 146, 22)"
"(305, 200, 5)","(111, 205, 6)","(335, 158, 18)"
"(240, 148, 6)","(161, 142, 14)","(239, 166, 20)"
"(213, 130, 6)","(165, 133, 15)","(213, 173, 23)"
"(260, 145, 3)","(158, 154, 12)","(260, 160, 22)"
"(273, 178, 6)","(124, 170, 9)","(274, 193, 21)"
"(260, 173, 5)","(150, 171, 11)","(263, 156, 21)"
"(219, 155, 4)","(101, 138, 16)","(214, 146, 21)"
"(227, 155, 4)","(130, 154, 14)","(226, 131, 21)"
"(249, 156, 6)","(149, 150, 12)","(248, 144, 22)"
"(198, 124, 4)","(153, 126, 17)","(192, 152, 26)"
"(240, 146, 4)","(126, 148, 14)","(240, 159, 20)"
"(230, 177, 4)","(151, 176, 14)","(229, 143, 18)"
"(235, 155, 5)","(119, 154, 13)","(244, 133, 20)"
"(263, 176, 6)","(180, 162, 11)","(261, 177, 19)"
"(256, 205, 6)","(165, 205, 13)","(272, 155, 18)"
"(247, 183, 5)","(166, 182, 12)","(250, 177, 20)"
"(318, 63, 7)","(143, 71, 7)","(310, 146, 30)"
"(240, 166, 2)","(160, 172, 14)","(240, 152, 20)"
"(222, 119, 3)","(131, 119, 16)","(220, 136, 20)"
"(273, 172, 3)","(148, 172, 11)","(311, 140, 21)"
"(316, 125, 4)","(129, 117, 5)","(331, 122, 24)"
"(269, 137, 4)","(134, 149, 11)","(270, 160, 22)"
"(248, 137, 5)","(103, 138, 14)","(241, 172, 20)"
"(242, 154, 4)","(168, 164, 14)","(242, 158, 20)"
"(250, 149, 4)","(153, 161, 12)","(250, 155, 20)"
"(278, 107, 6)","(160, 140, 10)","(279, 183, 24)"
"(211, 138, 3)","(161, 142, 15)","(209, 162, 24)"
"(185, 143, 0)","(150, 125, 17)","(207, 146, 22)"
"(255, 159, 3)","(149, 170, 11)","(256, 154, 21)"
"(250, 142, 4)","(140, 172, 13)","(251, 174, 23)"
"(269, 154, 4)","(168, 159, 11)","(270, 170, 23)"
"(210, 169, 5)","(155, 171, 16)","(209, 137, 19)"
"(272, 127, 5)","(122, 135, 11)","(273, 165, 23)"
"(262, 134, 4)","(164, 137, 11)","(276, 169, 21)"
"(242, 123, 5)","(165, 128, 14)","(241, 166, 24)"
"(272, 136, 4)","(145, 144, 10)","(273, 160, 23)"
"(272, 140, 4)","(162, 140, 10)","(273, 154, 23)"
"(297, 152, 4)","(173, 155, 8)","(298, 173, 22)"
"(294, 128, 5)","(174, 130, 8)","(296, 169, 22)"
"(305, 136, 5)","(166, 136, 7)","(308, 150, 24)"
"(274, 115, 3)","(132, 116, 9)","(273, 130, 23)"
"(287, 153, 5)","(140, 155, 9)","(282, 131, 23)"
"(209, 151, 6)","(117, 158, 16)","(209, 113, 24)"
"(251, 117, 3)","(166, 122, 12)","(251, 162, 23)"
"(240, 129, 4)","(158, 134, 14)","(240, 163, 21)"
"(287, 154, 3)","(178, 156, 9)","(289, 157, 21)"
"(239, 141, 3)","(147, 138, 13)","(239, 143, 22)"
"(273, 154, 2)","(143, 153, 10)","(274, 137, 23)"
"(223, 218, 5)","(130, 219, 14)","(228, 129, 16)"
"(269, 168, 7)","(181, 175, 11)","(270, 179, 20)"
"(278, 194, 3)","(153, 197, 10)","(279, 164, 20)"
"(221, 172, 3)","(152, 177, 15)","(219, 153, 16)"
"(245, 160, 6)","(151, 159, 11)","(264, 148, 19)"
"(241, 179, 4)","(136, 171, 15)","(242, 151, 21)"
"(230, 161, 5)","(132, 150, 14)","(234, 121, 22)"
"(236, 203, 3)","(154, 208, 14)","(240, 159, 19)"
"(232, 132, 7)","(181, 135, 15)","(231, 177, 21)"
"(231, 142, 5)","(173, 146, 14)","(230, 157, 20)"
"(222, 137, 3)","(185, 146, 14)","(216, 167, 22)"
"(221, 128, 6)","(153, 128, 15)","(219, 162, 23)"
"(229, 105, 7)","(144, 110, 14)","(228, 123, 26)"
"(221, 153, 4)","(164, 158, 15)","(219, 159, 21)"
"(280, 145, 4)","(116, 147, 10)","(281, 133, 22)"
"(252, 96, 3)","(134, 96, 12)","(252, 133, 26)"
"(245, 88, 5)","(158, 91, 13)","(255, 147, 27)"
"(238, 82, 8)","(128, 85, 15)","(237, 155, 28)"
"(191, 141, 5)","(146, 143, 18)","(195, 133, 23)"
"(258, 85, 5)","(97, 86, 12)","(253, 159, 25)"
"(229, 72, 2)","(145, 78, 14)","(237, 140, 25)"
"(293, 116, 5)","(128, 115, 9)","(295, 137, 23)"
"(313, 80, 4)","(145, 85, 6)","(315, 167, 27)"
"(216, 128, 5)","(141, 130, 16)","(194, 148, 23)"
"(216, 121, 3)","(115, 110, 14)","(239, 145, 23)"
"(260, 63, 4)","(170, 65, 12)","(260, 171, 25)"
"(227, 126, 3)","(146, 104, 14)","(227, 158, 24)"
"(214, 114, 4)","(122, 126, 16)","(212, 154, 25)"
"(228, 167, 6)","(117, 170, 15)","(227, 172, 22)"
"(176, 158, 2)","(148, 139, 18)","(190, 150, 22)"
"(281, 76, 1)","(95, 123, 10)","(282, 117, 27)"
"(275, 125, 3)","(121, 129, 10)","(277, 106, 24)"
"(279, 104, 3)","(146, 109, 10)","(280, 147, 23)"
"(283, 77, 3)","(152, 81, 9)","(284, 157, 27)"
"(223, 65, 3)","(120, 76, 16)","(222, 162, 29)"
"(319, 128, 4)","(135, 136, 6)","(321, 144, 25)"
"(294, 90, 4)","(131, 109, 8)","(296, 168, 26)"
"(217, 142, 3)","(157, 148, 15)","(215, 147, 22)"
"(233, 131, 3)","(158, 138, 15)","(231, 163, 24)"
"(271, 126, 6)","(128, 127, 10)","(272, 124, 25)"
"(273, 125, 5)","(116, 125, 11)","(301, 132, 23)"
"(182, 104, 2)","(154, 107, 19)","(179, 148, 24)"
"(299, 144, 5)","(161, 139, 8)","(294, 152, 19)"
"(240, 96, 3)","(155, 108, 14)","(240, 154, 25)"
"(218, 122, 5)","(140, 130, 15)","(198, 154, 23)"
"(272, 99, 4)","(152, 103, 10)","(273, 147, 26)"
"(317, 112, 2)","(155, 120, 6)","(319, 143, 25)"
"(325, 107, 4)","(160, 117, 6)","(327, 158, 22)"
"(220, 132, 4)","(154, 136, 16)","(219, 164, 22)"
"(274, 215, 6)","(158, 217, 10)","(267, 142, 16)"
"(283, 89, 1)","(139, 89, 9)","(292, 148, 27)"
"(287, 107, 3)","(152, 116, 9)","(289, 159, 23)"
"(221, 43, 1)","(124, 55, 15)","(219, 138, 28)"
"(280, 153, 5)","(179, 158, 10)","(281, 181, 23)"
"(238, 90, 5)","(168, 96, 13)","(238, 165, 25)"
"(202, 148, 3)","(163, 157, 17)","(199, 160, 23)"
"(177, 126, 2)","(136, 121, 19)","(174, 140, 19)"
"(302, 159, 2)","(139, 163, 7)","(304, 130, 21)"
"(191, 136, 3)","(127, 140, 18)","(203, 130, 21)"
"(286, 164, 3)","(121, 155, 8)","(288, 124, 22)"
"(270, 98, 4)","(167, 95, 10)","(271, 167, 27)"
"(283, 139, 6)","(105, 142, 9)","(284, 119, 18)"
"(227, 110, 2)","(134, 101, 14)","(227, 146, 25)"
"(213, 131, 4)","(152, 123, 16)","(211, 143, 22)"
"(271, 127, 4)","(163, 125, 10)","(272, 161, 21)"
"(230, 164, 4)","(150, 145, 15)","(220, 143, 21)"
"(250, 108, 4)","(146, 115, 12)","(249, 153, 24)"
"(290, 113, 5)","(139, 118, 9)","(292, 154, 25)"
"(221, 107, 0)","(119, 107, 15)","(220, 125, 26)"
"(293, 150, 4)","(136, 159, 9)","(295, 133, 21)"
"(233, 72, 3)","(114, 79, 14)","(232, 142, 28)"
"(229, 150, 3)","(145, 155, 15)","(226, 153, 22)"
"(283, 141, 3)","(135, 139, 9)","(285, 128, 20)"
"(250, 92, 4)","(154, 99, 12)","(250, 153, 25)"
"(225, 127, 4)","(137, 128, 14)","(223, 141, 22)"
"(298, 136, 4)","(172, 131, 8)","(297, 162, 22)"
"(227, 109, 1)","(133, 115, 14)","(226, 129, 26)"
"(272, 113, 3)","(118, 113, 10)","(271, 154, 26)"
"(294, 147, 5)","(125, 152, 8)","(296, 184, 23)"
"(237, 178, 3)","(125, 182, 13)","(237, 123, 19)"
"(204, 143, 3)","(160, 147, 17)","(202, 160, 22)"
"(214, 152, 6)","(115, 146, 16)","(212, 182, 20)"
"(240, 180, 4)","(149, 156, 14)","(237, 155, 19)"
"(261, 140, 3)","(149, 143, 11)","(261, 146, 19)"
"(214, 162, 3)","(75, 172, 14)","(216, 136, 21)"
"(300, 144, 5)","(121, 142, 9)","(296, 131, 21)"
"(309, 131, 3)","(157, 132, 7)","(315, 159, 22)"
"(241, 144, 4)","(154, 156, 14)","(241, 164, 20)"
"(230, 164, 3)","(155, 168, 15)","(229, 151, 20)"
"(243, 172, 3)","(153, 175, 13)","(239, 157, 19)"
"(276, 109, 7)","(177, 105, 10)","(272, 174, 27)"
"(251, 139, 5)","(161, 140, 13)","(250, 170, 23)"
"(270, 145, 5)","(172, 153, 11)","(270, 178, 20)"
"(231, 167, 2)","(105, 167, 14)","(229, 146, 19)"
"(216, 126, 1)","(128, 132, 16)","(214, 140, 23)"
"(254, 160, 4)","(155, 175, 11)","(256, 157, 21)"
"(260, 132, 4)","(169, 133, 12)","(259, 170, 23)"
"(273, 151, 5)","(158, 153, 10)","(274, 167, 20)"
"(233, 129, 3)","(135, 145, 15)","(231, 165, 23)"
"(295, 148, 4)","(162, 154, 8)","(297, 147, 21)"
"(305, 158, 5)","(124, 158, 5)","(309, 114, 21)"
"(264, 173, 7)","(154, 175, 10)","(264, 153, 19)"
"(237, 139, 5)","(126, 154, 15)","(236, 167, 23)"
"(251, 178, 6)","(162, 180, 14)","(246, 173, 20)"
"(240, 127, 3)","(162, 154, 13)","(239, 155, 24)"
"(216, 85, 3)","(139, 94, 16)","(215, 146, 24)"
"(239, 317, 4)","(177, 317, 13)","(238, 157, 21)"
"(240, 198, 4)","(135, 197, 14)","(239, 158, 17)"
"(241, 155, 4)","(138, 149, 14)","(240, 131, 20)"
"(230, 153, 4)","(172, 156, 15)","(230, 161, 22)"
"(277, 154, 5)","(172, 171, 10)","(275, 156, 20)"
"(238, 116, 3)","(143, 118, 13)","(238, 145, 24)"
"(221, 145, 8)","(162, 142, 15)","(219, 192, 21)"
"(273, 157, 2)","(135, 146, 11)","(265, 124, 21)"
"(221, 142, 4)","(121, 149, 15)","(216, 172, 21)"
"(290, 158, 3)","(176, 164, 9)","(291, 156, 22)"
"(278, 190, 5)","(125, 194, 9)","(280, 125, 19)"
"(238, 166, 5)","(146, 157, 12)","(243, 163, 19)"
"(249, 123, 4)","(158, 131, 13)","(249, 172, 19)"
"(328, 154, 7)","(164, 150, 4)","(331, 173, 21)"
"(277, 130, 4)","(152, 130, 10)","(277, 156, 24)"
"(228, 196, 3)","(133, 189, 14)","(243, 146, 17)"
"(243, 178, 6)","(135, 187, 13)","(235, 158, 19)"
"(288, 133, 4)","(175, 122, 9)","(294, 167, 24)"
"(257, 137, 6)","(151, 137, 11)","(257, 145, 23)"
"(269, 126, 4)","(177, 126, 11)","(270, 172, 24)"
"(284, 122, 8)","(165, 135, 11)","(284, 171, 23)"
"(256, 155, 4)","(135, 170, 12)","(255, 168, 22)"
"(309, 197, 4)","(133, 196, 7)","(308, 127, 18)"
"(298, 135, 6)","(131, 132, 8)","(298, 159, 22)"
"(260, 131, 6)","(160, 134, 12)","(260, 141, 21)"
"(285, 171, 4)","(133, 151, 9)","(284, 134, 20)"
"(176, 111, 4)","(155, 113, 20)","(148, 152, 23)"
"(271, 172, 4)","(168, 174, 11)","(271, 165, 19)"
"(287, 158, 3)","(124, 156, 9)","(284, 143, 22)"
"(277, 183, 3)","(138, 166, 10)","(277, 157, 20)"
"(269, 165, 4)","(158, 165, 11)","(270, 161, 20)"
"(275, 149, 5)","(151, 153, 10)","(275, 167, 20)"
"(271, 168, 4)","(160, 166, 10)","(271, 176, 22)"
"(218, 128, 1)","(147, 128, 15)","(216, 141, 24)"
"(283, 147, 5)","(169, 148, 9)","(285, 164, 21)"
"(283, 109, 3)","(122, 117, 9)","(284, 158, 23)"
"(223, 130, 4)","(150, 133, 16)","(222, 143, 23)"
"(283, 148, 4)","(157, 155, 9)","(285, 131, 23)"
"(229, 144, 3)","(127, 148, 14)","(227, 121, 21)"
"(307, 154, 4)","(135, 125, 9)","(308, 143, 23)"
"(232, 98, 5)","(163, 101, 15)","(240, 159, 25)"
"(280, 94, 6)","(160, 96, 10)","(283, 177, 26)"
"(193, 101, 3)","(130, 96, 17)","(190, 158, 26)"
"(261, 87, 7)","(122, 90, 12)","(261, 159, 25)"
"(288, 122, 3)","(170, 127, 9)","(289, 161, 26)"
"(243, 151, 4)","(134, 148, 13)","(252, 155, 24)"
"(300, 164, 5)","(157, 158, 8)","(302, 149, 22)"
"(214, 104, 5)","(152, 112, 16)","(213, 154, 25)"
"(245, 155, 4)","(166, 165, 11)","(270, 164, 21)"
"(211, 161, 4)","(169, 167, 16)","(209, 165, 21)"
"(227, 163, 2)","(150, 166, 14)","(226, 151, 22)"
"(224, 112, 4)","(137, 112, 14)","(222, 155, 25)"
"(222, 135, 3)","(156, 132, 16)","(221, 149, 22)"
"(303, 122, 3)","(108, 119, 7)","(305, 127, 21)"
"(255, 151, 4)","(115, 150, 14)","(231, 118, 21)"
"(288, 132, 3)","(160, 135, 9)","(289, 149, 21)"
"(287, 44, 5)","(169, 38, 9)","(289, 165, 27)"
"(337, 144, 3)","(134, 171, 3)","(340, 159, 19)"
"(283, 163, 7)","(103, 163, 9)","(284, 178, 22)"
"(309, 68, 3)","(170, 72, 7)","(311, 157, 29)"
"(238, 91, 4)","(150, 96, 13)","(238, 155, 25)"
"(206, 164, 6)","(104, 162, 17)","(199, 143, 19)"
"(217, 140, 2)","(158, 144, 15)","(215, 156, 22)"
"(275, 173, 5)","(130, 177, 10)","(276, 163, 20)"
"(201, 116, 4)","(137, 120, 17)","(199, 158, 24)"
"(301, 140, 3)","(153, 144, 7)","(303, 162, 21)"
"(291, 135, 6)","(131, 137, 9)","(291, 146, 21)"
"(260, 140, 5)","(178, 139, 12)","(260, 160, 20)"
"(288, 125, 3)","(159, 130, 9)","(289, 149, 29)"
"(294, 180, 6)","(133, 177, 8)","(280, 114, 21)"
"(279, 146, 5)","(154, 153, 10)","(280, 170, 20)"
"(272, 171, 4)","(154, 162, 10)","(273, 151, 20)"
"(260, 151, 6)","(161, 164, 12)","(260, 188, 17)"
"(207, 127, 4)","(85, 130, 16)","(204, 136, 22)"
"(266, 207, 6)","(115, 207, 11)","(264, 148, 16)"
"(299, 134, 6)","(186, 142, 8)","(301, 195, 20)"
"(236, 165, 6)","(150, 145, 13)","(229, 167, 21)"
"(217, 118, 3)","(132, 120, 16)","(216, 133, 23)"
"(289, 135, 2)","(162, 136, 9)","(291, 151, 23)"
"(283, 143, 5)","(145, 154, 9)","(288, 140, 20)"
"(266, 146, 4)","(135, 146, 11)","(267, 163, 20)"
"(287, 164, 5)","(144, 168, 8)","(312, 142, 20)"
"(250, 171, 3)","(142, 174, 13)","(250, 155, 21)"
"(214, 152, 4)","(158, 154, 16)","(212, 164, 21)"
"(195, 182, 5)","(95, 176, 18)","(193, 140, 19)"
"(280, 143, 4)","(147, 122, 10)","(292, 130, 24)"
"(274, 173, 5)","(153, 178, 10)","(276, 173, 18)"
"(250, 154, 4)","(178, 154, 13)","(248, 166, 23)"
"(272, 128, 2)","(133, 136, 10)","(273, 140, 23)"
"(260, 141, 4)","(162, 140, 12)","(260, 164, 21)"
"(279, 165, 6)","(175, 163, 10)","(279, 176, 22)"
"(265, 143, 4)","(150, 130, 11)","(261, 159, 21)"
"(303, 141, 3)","(142, 148, 8)","(305, 157, 23)"
"(242, 150, 3)","(130, 140, 12)","(241, 143, 17)"
"(315, 85, 3)","(145, 92, 5)","(318, 145, 25)"
"(260, 154, 4)","(162, 160, 12)","(260, 155, 19)"
"(223, 92, 3)","(103, 101, 16)","(222, 121, 25)"
"(280, 107, 4)","(162, 109, 7)","(300, 171, 23)"
"(278, 158, 5)","(136, 162, 10)","(279, 180, 21)"
"(273, 149, 3)","(147, 144, 10)","(274, 155, 21)"
"(215, 130, 3)","(158, 120, 16)","(214, 148, 25)"
"(305, 152, 6)","(121, 169, 7)","(299, 157, 21)"
"(251, 103, 4)","(145, 97, 13)","(251, 159, 25)"
"(241, 116, 6)","(146, 90, 12)","(245, 163, 24)"
"(195, 86, 7)","(151, 93, 18)","(193, 187, 25)"
"(225, 96, 3)","(151, 77, 14)","(227, 152, 24)"
"(205, 127, 4)","(116, 109, 17)","(203, 163, 24)"
"(223, 149, 3)","(127, 141, 15)","(222, 139, 22)"
"(221, 110, 4)","(154, 121, 15)","(219, 159, 25)"
"(272, 140, 4)","(150, 147, 10)","(273, 140, 21)"
"(214, 144, 2)","(129, 149, 16)","(212, 140, 23)"
"(300, 92, 4)","(137, 90, 8)","(283, 152, 25)"
"(216, 136, 4)","(111, 140, 15)","(214, 162, 24)"
"(264, 109, 4)","(153, 108, 11)","(259, 161, 24)"
"(214, 102, 2)","(107, 118, 16)","(205, 151, 23)"
"(214, 150, 3)","(148, 165, 16)","(212, 158, 23)"
"(211, 133, 4)","(155, 138, 16)","(209, 162, 19)"
"(215, 159, 5)","(168, 158, 14)","(223, 147, 22)"
"(231, 143, 3)","(159, 145, 14)","(230, 155, 19)"
"(208, 157, 4)","(96, 157, 15)","(203, 150, 21)"
"(221, 134, 3)","(167, 138, 15)","(220, 163, 22)"
"(287, 143, 4)","(162, 146, 9)","(289, 174, 24)"
"(283, 168, 7)","(127, 168, 9)","(284, 167, 21)"
"(307, 150, 2)","(133, 159, 7)","(309, 157, 22)"
"(221, 130, 4)","(112, 135, 15)","(214, 164, 24)"
"(211, 136, 4)","(63, 145, 15)","(209, 106, 21)"
"(299, 132, 7)","(148, 140, 8)","(301, 189, 19)"
"(239, 138, 7)","(136, 140, 13)","(234, 168, 20)"
"(294, 97, 4)","(146, 104, 8)","(296, 158, 27)"
"(216, 165, 3)","(138, 179, 16)","(215, 150, 21)"
"(241, 92, 5)","(116, 95, 14)","(245, 153, 24)"
"(305, 100, 5)","(171, 107, 7)","(308, 173, 27)"
"(294, 91, 6)","(167, 100, 8)","(295, 190, 27)"
"(289, 144, 4)","(121, 144, 8)","(290, 122, 23)"
"(223, 77, 5)","(182, 77, 16)","(222, 176, 29)"
"(210, 73, 4)","(124, 75, 15)","(208, 160, 27)"
"(232, 140, 6)","(172, 139, 14)","(225, 164, 22)"
"(242, 168, 4)","(185, 176, 12)","(279, 113, 20)"
"(250, 136, 6)","(170, 135, 12)","(249, 173, 20)"
"(260, 158, 5)","(182, 162, 12)","(261, 164, 21)"
"(240, 145, 5)","(158, 149, 14)","(240, 161, 20)"
"(272, 137, 4)","(125, 140, 10)","(273, 152, 21)"
"(261, 160, 3)","(159, 166, 11)","(260, 157, 22)"
"(242, 185, 4)","(143, 193, 13)","(241, 161, 18)"
"(281, 154, 2)","(140, 148, 9)","(281, 136, 22)"
"(282, 131, 5)","(141, 136, 9)","(282, 143, 22)"
"(221, 145, 4)","(162, 157, 15)","(219, 170, 23)"
"(261, 145, 3)","(161, 143, 11)","(261, 116, 22)"
"(286, 119, 5)","(150, 129, 10)","(287, 173, 24)"
"(233, 201, 5)","(116, 214, 15)","(231, 180, 15)"
"(258, 185, 6)","(131, 180, 11)","(257, 178, 19)"
"(198, 138, 1)","(116, 145, 17)","(171, 150, 19)"
"(261, 151, 1)","(135, 160, 11)","(261, 127, 21)"
"(218, 103, 3)","(127, 101, 16)","(217, 156, 25)"
"(248, 114, 4)","(148, 123, 13)","(248, 170, 24)"
"(280, 141, 5)","(153, 167, 10)","(281, 157, 20)"
"(266, 131, 6)","(149, 134, 11)","(267, 195, 23)"
"(314, 159, 5)","(105, 158, 7)","(314, 161, 20)"
"(273, 158, 5)","(108, 164, 9)","(273, 167, 20)"
"(-41, 197, 6)","(124, 196, 18)","(185, 140, 24)"
"(283, 167, 6)","(169, 175, 9)","(285, 164, 17)"
"(211, 145, 3)","(143, 158, 16)","(209, 132, 23)"
"(255, 190, 5)","(113, 196, 11)","(258, 153, 19)"
"(216, 158, 6)","(171, 161, 16)","(215, 174, 21)"
"(270, 167, 6)","(111, 174, 11)","(272, 150, 19)"
"(261, 170, 4)","(152, 202, 11)","(261, 166, 20)"
"(216, 173, 6)","(142, 177, 16)","(214, 132, 21)"
"(221, 146, 4)","(145, 155, 15)","(219, 151, 21)"
"(235, 138, 4)","(147, 146, 15)","(230, 149, 23)"
"(186, 157, 3)","(152, 166, 19)","(183, 152, 22)"
"(283, 132, 3)","(167, 135, 9)","(284, 159, 23)"
"(270, 157, 5)","(146, 166, 11)","(270, 171, 20)"
"(234, 136, 4)","(144, 132, 14)","(231, 157, 21)"
"(285, 170, 3)","(142, 170, 9)","(294, 131, 21)"
"(241, 167, 5)","(160, 163, 13)","(239, 187, 17)"
"(272, 155, 5)","(160, 160, 10)","(273, 150, 21)"
"(191, 141, 2)","(142, 148, 18)","(189, 140, 22)"
"(273, 206, 3)","(143, 207, 10)","(273, 123, 17)"
"(287, 148, 2)","(149, 153, 9)","(289, 146, 19)"
"(292, 140, 1)","(126, 129, 8)","(299, 139, 22)"
"(269, 155, 5)","(179, 157, 11)","(270, 170, 23)"
"(276, 168, 6)","(115, 178, 10)","(284, 124, 21)"
"(253, 156, 5)","(149, 155, 13)","(255, 165, 18)"
"(223, 112, 4)","(161, 119, 16)","(222, 167, 24)"
"(289, 153, 6)","(161, 153, 9)","(291, 171, 20)"
"(239, 149, 6)","(124, 168, 13)","(254, 167, 19)"
"(250, 143, 5)","(177, 148, 13)","(250, 177, 21)"
"(250, 224, 5)","(155, 227, 13)","(253, 151, 15)"
"(223, 157, 6)","(141, 158, 11)","(238, 131, 19)"
"(227, 199, 2)","(129, 200, 14)","(226, 140, 17)"
"(260, 156, 4)","(160, 160, 12)","(260, 153, 23)"
"(229, 174, 5)","(159, 177, 14)","(227, 168, 18)"
"(231, 164, 6)","(178, 170, 14)","(230, 194, 21)"
"(264, 129, 4)","(165, 128, 11)","(261, 174, 23)"
"(278, 131, 3)","(153, 139, 10)","(279, 134, 23)"
"(231, 159, 4)","(169, 160, 14)","(230, 167, 21)"
"(232, 148, 3)","(167, 147, 15)","(231, 163, 24)"
"(240, 163, 5)","(176, 165, 14)","(241, 171, 21)"
"(280, 153, 4)","(147, 162, 10)","(281, 165, 23)"
"(314, 143, 3)","(142, 150, 6)","(323, 132, 22)"
"(216, 150, 1)","(146, 155, 16)","(214, 114, 23)"
"(250, 150, 6)","(158, 154, 13)","(250, 181, 20)"
"(278, 171, 6)","(135, 170, 11)","(274, 159, 18)"
