coronal,sagittal,transversal
"(142, 273, 12)","(249, 274, 23)","(138, 242, 9)"
"(135, 261, 12)","(289, 261, 24)","(130, 259, 12)"
"(367, 291, 13)","(244, 274, 1)","(372, 254, 8)"
"(149, 274, 13)","(257, 273, 22)","(144, 244, 10)"
"(345, 252, 9)","(229, 257, 3)","(349, 233, 9)"
"(370, 297, 13)","(258, 278, 0)","(375, 271, 8)"
"(149, 278, 13)","(266, 277, 22)","(144, 274, 9)"
"(167, 282, 16)","(251, 280, 21)","(164, 253, 10)"
"(353, 297, 14)","(232, 300, 2)","(353, 203, 9)"
"(370, 284, 16)","(254, 287, 1)","(376, 254, 10)"
"(351, 277, 13)","(225, 277, 2)","(355, 248, 9)"
"(368, 285, 14)","(245, 286, 1)","(372, 234, 11)"
"(166, 265, 13)","(237, 259, 21)","(152, 253, 10)"
"(346, 264, 14)","(219, 266, 2)","(361, 234, 7)"
"(150, 280, 15)","(235, 287, 22)","(148, 297, 11)"
"(361, 275, 12)","(250, 274, 2)","(365, 270, 11)"
"(143, 267, 17)","(268, 270, 23)","(138, 296, 7)"
"(159, 269, 13)","(271, 269, 22)","(155, 256, 9)"
"(343, 268, 12)","(249, 268, 3)","(346, 227, 12)"
"(156, 284, 14)","(278, 272, 22)","(152, 271, 8)"
"(157, 279, 13)","(212, 274, 22)","(144, 222, 11)"
"(362, 263, 15)","(289, 259, 1)","(367, 314, 10)"
"(349, 269, 14)","(263, 270, 2)","(353, 268, 8)"
"(156, 277, 15)","(279, 266, 22)","(151, 290, 9)"
"(353, 297, 14)","(264, 312, 3)","(355, 273, 8)"
"(165, 279, 12)","(250, 269, 21)","(161, 256, 10)"
"(159, 307, 17)","(248, 303, 22)","(155, 256, 9)"
"(371, 270, 15)","(269, 268, 0)","(376, 269, 12)"
"(156, 275, 16)","(247, 276, 22)","(149, 241, 11)"
"(156, 258, 11)","(240, 259, 21)","(152, 234, 12)"
"(362, 266, 14)","(260, 265, 1)","(366, 271, 11)"
"(364, 289, 16)","(270, 288, 0)","(369, 289, 8)"
"(130, 295, 17)","(273, 296, 24)","(134, 266, 10)"
"(349, 257, 13)","(250, 255, 3)","(354, 268, 15)"
"(365, 257, 13)","(267, 258, 0)","(370, 271, 13)"
"(164, 282, 15)","(266, 275, 21)","(160, 283, 8)"
"(155, 264, 13)","(216, 276, 22)","(150, 244, 12)"
"(348, 290, 14)","(241, 291, 2)","(360, 240, 8)"
"(163, 285, 16)","(271, 283, 21)","(156, 281, 9)"
"(352, 261, 13)","(259, 259, 2)","(356, 242, 11)"
"(363, 261, 14)","(269, 260, 1)","(367, 281, 11)"
"(369, 267, 13)","(260, 260, 1)","(372, 253, 11)"
"(142, 267, 14)","(277, 272, 23)","(136, 284, 13)"
"(157, 272, 12)","(259, 272, 22)","(153, 260, 11)"
"(317, 302, 13)","(227, 280, 2)","(340, 223, 9)"
"(353, 275, 16)","(267, 291, 2)","(362, 274, 10)"
"(165, 266, 11)","(235, 255, 21)","(161, 237, 13)"
"(370, 272, 16)","(262, 270, 0)","(383, 283, 8)"
"(151, 270, 13)","(210, 269, 22)","(148, 246, 11)"
"(144, 270, 13)","(247, 273, 22)","(140, 264, 10)"
"(179, 267, 11)","(236, 262, 19)","(178, 237, 11)"
"(162, 270, 16)","(285, 268, 21)","(158, 287, 12)"
"(356, 311, 11)","(199, 311, 2)","(369, 235, 8)"
"(159, 277, 13)","(253, 276, 22)","(155, 262, 13)"
"(383, 261, 14)","(270, 260, -1)","(388, 269, 10)"
"(377, 296, 16)","(246, 295, -1)","(365, 253, 8)"
"(155, 147, 11)","(225, 149, 22)","(151, 252, 18)"
"(369, 270, 17)","(260, 269, 0)","(377, 289, 8)"
"(157, 292, 16)","(284, 291, 22)","(153, 289, 12)"
"(141, 276, 15)","(264, 269, 23)","(139, 278, 8)"
"(372, 286, 14)","(227, 287, 1)","(367, 217, 8)"
"(357, 279, 13)","(274, 277, 2)","(361, 258, 12)"
"(363, 281, 14)","(229, 284, 1)","(352, 220, 11)"
"(152, 281, 13)","(249, 282, 22)","(148, 257, 9)"
"(141, 261, 13)","(247, 260, 23)","(137, 260, 7)"
"(377, 305, 15)","(263, 302, 0)","(382, 245, 9)"
"(140, 274, 14)","(275, 271, 23)","(136, 270, 11)"
"(358, 281, 13)","(187, 280, 3)","(355, 222, 11)"
"(160, 271, 15)","(277, 255, 21)","(156, 276, 9)"
"(157, 282, 14)","(296, 283, 21)","(153, 269, 8)"
"(373, 223, 14)","(288, 218, 0)","(377, 235, 10)"
"(145, 287, 13)","(227, 287, 23)","(134, 235, 7)"
"(170, 281, 13)","(259, 280, 20)","(166, 263, 11)"
"(355, 289, 15)","(238, 289, 2)","(360, 249, 11)"
"(365, 284, 16)","(292, 282, 1)","(370, 278, 7)"
"(350, 266, 9)","(227, 270, 3)","(354, 227, 12)"
"(172, 268, 11)","(244, 270, 20)","(163, 240, 13)"
"(158, 256, 12)","(254, 254, 21)","(155, 256, 14)"
"(365, 272, 16)","(248, 271, 0)","(367, 277, 9)"
"(142, 279, 13)","(255, 280, 23)","(138, 250, 12)"
"(352, 265, 13)","(239, 271, 3)","(356, 254, 6)"
"(365, 319, 16)","(284, 323, 1)","(370, 281, 9)"
"(172, 283, 15)","(224, 286, 21)","(166, 205, 10)"
"(361, 270, 12)","(240, 287, 2)","(366, 259, 10)"
"(150, 253, 16)","(235, 249, 24)","(135, 232, 10)"
"(125, 253, 12)","(255, 252, 25)","(119, 258, 11)"
"(144, 269, 14)","(239, 266, 23)","(139, 250, 10)"
"(143, 265, 16)","(289, 266, 23)","(133, 278, 10)"
"(145, 269, 13)","(256, 269, 23)","(140, 258, 11)"
"(355, 271, 16)","(293, 262, 2)","(359, 297, 8)"
"(384, 273, 15)","(245, 271, -1)","(394, 259, 9)"
"(371, 252, 13)","(194, 250, 1)","(375, 213, 10)"
"(370, 286, 15)","(281, 273, 1)","(373, 269, 11)"
"(347, 272, 10)","(222, 274, 3)","(354, 202, 9)"
"(367, 253, 11)","(260, 254, 1)","(368, 247, 13)"
"(138, 263, 16)","(307, 261, 23)","(133, 264, 8)"
"(374, 264, 14)","(253, 255, 1)","(379, 279, 12)"
"(361, 263, 14)","(210, 270, 2)","(366, 259, 9)"
"(363, 293, 15)","(186, 301, 1)","(368, 269, 10)"
"(152, 271, 14)","(285, 271, 23)","(148, 274, 13)"
"(143, 275, 14)","(255, 273, 23)","(138, 272, 12)"
"(138, 304, 15)","(254, 303, 23)","(146, 259, 10)"
"(371, 305, 14)","(248, 304, 0)","(381, 255, 9)"
"(368, 267, 16)","(259, 265, 1)","(373, 269, 11)"
"(366, 294, 17)","(263, 287, 0)","(367, 264, 15)"
"(157, 258, 10)","(221, 238, 23)","(175, 222, 11)"
"(358, 280, 13)","(267, 280, 2)","(362, 263, 11)"
"(367, 273, 12)","(260, 274, 1)","(371, 259, 7)"
"(138, 257, 12)","(226, 258, 23)","(135, 260, 9)"
"(358, 279, 16)","(246, 276, 1)","(372, 274, 9)"
"(369, 264, 12)","(231, 261, 0)","(373, 223, 11)"
"(355, 282, 12)","(248, 271, 2)","(360, 263, 9)"
"(355, 271, 13)","(257, 276, 2)","(366, 258, 13)"
"(148, 275, 13)","(300, 267, 22)","(140, 282, 10)"
"(352, 267, 16)","(276, 268, 3)","(356, 271, 10)"
"(129, 248, 16)","(230, 249, 24)","(124, 282, 10)"
"(137, 271, 14)","(282, 271, 24)","(131, 251, 11)"
"(159, 293, 15)","(190, 298, 20)","(153, 252, 10)"
"(355, 281, 14)","(259, 274, 3)","(359, 260, 9)"
"(356, 281, 14)","(262, 280, 2)","(360, 268, 9)"
"(361, 254, 11)","(240, 255, 2)","(358, 251, 13)"
"(162, 256, 11)","(251, 256, 22)","(157, 249, 12)"
"(155, 285, 10)","(220, 274, 22)","(148, 233, 9)"
"(134, 267, 14)","(261, 269, 23)","(128, 254, 8)"
"(374, 287, 14)","(225, 287, -1)","(379, 273, 8)"
"(361, 271, 13)","(264, 267, 2)","(365, 259, 9)"
"(155, 276, 11)","(233, 275, 22)","(150, 220, 11)"
"(325, 274, 9)","(226, 263, 5)","(331, 226, 10)"
"(384, 243, 15)","(228, 255, -2)","(390, 206, 12)"
"(164, 260, 13)","(212, 261, 22)","(157, 215, 9)"
"(345, 272, 10)","(237, 273, 3)","(349, 223, 12)"
"(369, 293, 14)","(239, 278, 0)","(375, 261, 9)"
"(167, 260, 8)","(200, 266, 22)","(164, 207, 11)"
"(355, 272, 12)","(257, 272, 2)","(359, 238, 8)"
"(140, 295, 17)","(249, 296, 23)","(155, 258, 10)"
"(166, 278, 14)","(244, 269, 21)","(162, 244, 8)"
"(148, 279, 15)","(279, 276, 22)","(145, 278, 12)"
"(354, 287, 14)","(267, 267, 3)","(358, 268, 10)"
"(160, 271, 11)","(248, 259, 21)","(156, 243, 11)"
"(339, 287, 9)","(231, 285, 3)","(343, 218, 10)"
"(351, 284, 13)","(261, 285, 3)","(357, 229, 8)"
"(161, 230, 13)","(273, 200, 22)","(158, 241, 10)"
"(167, 265, 13)","(258, 255, 21)","(161, 259, 12)"
"(138, 278, 13)","(252, 277, 24)","(135, 275, 11)"
"(329, 282, 15)","(240, 283, 4)","(332, 291, 10)"
"(166, 265, 11)","(246, 267, 21)","(162, 227, 11)"
"(339, 284, 12)","(240, 270, 3)","(344, 251, 9)"
"(335, 260, 13)","(248, 250, 4)","(339, 262, 11)"
"(353, 318, 17)","(261, 320, 2)","(356, 271, 10)"
"(137, 262, 16)","(240, 258, 24)","(132, 269, 9)"
"(180, 282, 11)","(246, 283, 20)","(177, 225, 10)"
"(122, 276, 13)","(272, 264, 25)","(117, 276, 10)"
"(142, 263, 13)","(261, 263, 23)","(137, 259, 10)"
"(370, 255, 14)","(229, 259, 0)","(376, 234, 10)"
"(154, 274, 14)","(245, 267, 21)","(148, 261, 8)"
"(135, 253, 13)","(227, 256, 23)","(138, 235, 11)"
"(165, 273, 10)","(254, 273, 21)","(161, 241, 12)"
"(128, 260, 13)","(228, 259, 24)","(123, 234, 11)"
"(162, 268, 13)","(202, 267, 21)","(156, 236, 9)"
"(364, 285, 12)","(264, 285, 2)","(369, 265, 10)"
"(364, 275, 14)","(269, 267, 1)","(369, 270, 8)"
"(370, 267, 11)","(194, 277, 0)","(375, 245, 8)"
"(148, 285, 16)","(242, 283, 22)","(144, 251, 9)"
"(171, 290, 12)","(250, 289, 20)","(167, 264, 10)"
"(164, 257, 14)","(254, 254, 21)","(160, 230, 12)"
"(351, 272, 14)","(216, 272, 3)","(356, 251, 10)"
"(162, 252, 11)","(261, 238, 22)","(158, 250, 13)"
"(355, 281, 11)","(249, 281, 3)","(358, 245, 12)"
"(155, 275, 13)","(262, 275, 22)","(151, 264, 10)"
"(172, 270, 13)","(221, 272, 22)","(165, 249, 10)"
"(348, 268, 11)","(261, 268, 3)","(352, 237, 11)"
"(170, 288, 9)","(225, 290, 21)","(166, 222, 11)"
"(152, 263, 13)","(267, 263, 23)","(147, 269, 10)"
"(177, 278, 12)","(236, 259, 20)","(173, 248, 11)"
"(349, 274, 13)","(191, 257, 3)","(353, 255, 8)"
"(353, 263, 13)","(248, 260, 0)","(362, 243, 9)"
"(356, 291, 10)","(239, 289, 1)","(359, 229, 8)"
"(167, 282, 11)","(240, 283, 20)","(163, 244, 9)"
"(373, 280, 15)","(231, 270, 0)","(378, 241, 10)"
"(356, 257, 13)","(248, 258, 2)","(405, 268, 10)"
"(351, 287, 12)","(257, 275, 2)","(355, 256, 11)"
"(371, 251, 15)","(278, 251, 1)","(376, 297, 9)"
"(373, 267, 15)","(253, 268, 0)","(378, 270, 12)"
"(167, 281, 12)","(257, 281, 21)","(163, 234, 12)"
"(371, 270, 14)","(274, 260, 0)","(374, 278, 9)"
"(364, 274, 14)","(272, 274, 2)","(369, 255, 10)"
"(364, 266, 15)","(286, 264, 2)","(369, 295, 10)"
"(140, 269, 14)","(263, 269, 24)","(136, 280, 10)"
"(149, 262, 15)","(258, 262, 22)","(145, 283, 9)"
"(139, 267, 18)","(258, 264, 23)","(134, 276, 10)"
"(329, 275, 12)","(254, 267, 3)","(313, 226, 11)"
"(166, 274, 15)","(240, 284, 21)","(162, 268, 9)"
"(162, 276, 12)","(230, 280, 22)","(182, 208, 11)"
"(160, 285, 13)","(268, 283, 22)","(156, 263, 11)"
"(158, 272, 15)","(242, 272, 20)","(163, 268, 11)"
"(156, 266, 15)","(246, 260, 23)","(151, 278, 11)"
"(359, 257, 17)","(229, 252, 1)","(365, 301, 10)"
"(345, 277, 16)","(234, 273, 3)","(349, 259, 9)"
"(353, 288, 15)","(204, 286, 2)","(358, 236, 9)"
"(347, 272, 16)","(210, 270, 3)","(351, 244, 11)"
"(149, 267, 15)","(298, 262, 23)","(144, 282, 11)"
"(156, 253, 16)","(212, 254, 21)","(152, 278, 12)"
"(354, 270, 15)","(309, 259, 3)","(358, 296, 11)"
"(349, 280, 13)","(246, 288, 2)","(365, 231, 11)"
"(367, 255, 14)","(211, 252, 0)","(371, 254, 8)"
"(364, 272, 14)","(189, 271, 1)","(369, 245, 11)"
"(350, 280, 14)","(298, 279, 3)","(354, 274, 12)"
"(159, 257, 15)","(290, 256, 22)","(155, 262, 11)"
"(366, 259, 13)","(270, 258, 2)","(371, 267, 10)"
"(147, 273, 13)","(265, 260, 22)","(143, 255, 8)"
"(158, 283, 14)","(278, 283, 22)","(154, 276, 12)"
"(360, 273, 18)","(276, 268, 2)","(364, 289, 9)"
"(349, 269, 13)","(253, 270, 3)","(353, 236, 11)"
"(349, 272, 15)","(244, 265, 3)","(353, 237, 9)"
"(366, 268, 16)","(283, 267, 1)","(371, 290, 9)"
"(168, 272, 13)","(275, 255, 21)","(162, 272, 10)"
"(343, 272, 15)","(235, 269, 1)","(360, 239, 9)"
"(362, 261, 13)","(254, 246, 2)","(365, 271, 12)"
"(164, 287, 13)","(238, 300, 21)","(160, 244, 9)"
"(345, 271, 14)","(224, 275, 0)","(350, 216, 11)"
"(160, 293, 12)","(213, 292, 20)","(156, 233, 9)"
"(346, 255, 16)","(282, 260, 3)","(353, 268, 12)"
"(373, 270, 14)","(274, 268, 0)","(377, 266, 10)"
"(350, 266, 15)","(288, 265, 3)","(353, 282, 10)"
"(147, 275, 14)","(290, 261, 22)","(145, 284, 9)"
"(166, 289, 13)","(257, 290, 21)","(162, 258, 10)"
"(377, 266, 12)","(256, 266, 0)","(382, 254, 11)"
"(385, 299, 15)","(266, 297, 0)","(391, 269, 7)"
"(153, 272, 14)","(200, 275, 23)","(148, 260, 9)"
"(356, 266, 13)","(273, 264, 2)","(362, 262, 12)"
"(356, 270, 13)","(236, 264, 2)","(361, 250, 12)"
"(337, 299, 12)","(240, 294, 4)","(341, 243, 11)"
"(171, 272, 12)","(271, 273, 21)","(167, 259, 11)"
"(141, 271, 14)","(239, 271, 23)","(136, 243, 9)"
"(363, 255, 17)","(248, 251, 1)","(364, 269, 11)"
"(166, 249, 16)","(235, 247, 21)","(162, 276, 10)"
"(367, 277, 15)","(266, 264, 2)","(377, 271, 9)"
"(153, 266, 16)","(230, 263, 22)","(149, 261, 10)"
"(133, 261, 15)","(248, 267, 25)","(127, 257, 10)"
"(143, 274, 15)","(296, 271, 23)","(139, 293, 10)"
"(357, 265, 16)","(204, 263, 2)","(361, 264, 10)"
"(349, 265, 16)","(266, 261, 1)","(354, 243, 10)"
"(363, 282, 16)","(276, 292, 1)","(372, 278, 11)"
"(343, 278, 13)","(267, 273, 4)","(346, 261, 12)"
"(364, 274, 14)","(277, 273, 2)","(368, 282, 10)"
"(355, 278, 12)","(251, 278, 3)","(359, 245, 9)"
"(366, 269, 18)","(307, 260, 1)","(371, 311, 7)"
"(356, 262, 16)","(268, 259, 3)","(366, 231, 11)"
"(360, 275, 14)","(248, 274, 1)","(367, 272, 10)"
"(350, 282, 17)","(265, 280, 3)","(352, 264, 11)"
"(367, 253, 12)","(273, 253, 1)","(370, 257, 11)"
"(348, 260, 13)","(229, 249, 3)","(352, 252, 12)"
"(366, 256, 15)","(290, 244, 2)","(371, 277, 10)"
"(362, 265, 15)","(246, 263, 1)","(365, 243, 10)"
"(351, 279, 14)","(286, 280, 3)","(354, 279, 10)"
"(152, 250, 10)","(238, 249, 23)","(147, 246, 13)"
"(139, 281, 17)","(242, 284, 23)","(143, 277, 10)"
"(165, 276, 16)","(284, 272, 21)","(161, 292, 9)"
"(355, 271, 14)","(250, 257, 3)","(359, 277, 10)"
