coronal,sagittal,transversal
"(324, 209, 1)","(88, 215, 5)","(322, 80, 21)"
"(232, 159, 1)","(116, 143, 16)","(244, 116, 20)"
"(225, 188, 0)","(112, 193, 15)","(234, 97, 19)"
"(293, 181, 1)","(135, 173, 8)","(296, 144, 18)"
"(233, 160, 1)","(118, 173, 15)","(231, 114, 20)"
"(216, 171, -1)","(124, 172, 16)","(215, 119, 20)"
"(281, 159, 0)","(131, 162, 10)","(282, 97, 21)"
"(311, 152, 3)","(87, 154, 7)","(313, 141, 21)"
"(294, 147, -1)","(80, 147, 8)","(296, 90, 21)"
"(281, 193, 4)","(146, 200, 10)","(281, 150, 17)"
"(218, 191, 3)","(65, 199, 14)","(215, 126, 19)"
"(292, 157, -1)","(106, 161, 8)","(305, 104, 21)"
"(219, 175, 1)","(124, 179, 15)","(218, 115, 19)"
"(240, 163, -1)","(118, 172, 14)","(244, 118, 20)"
"(217, 184, 1)","(55, 174, 16)","(215, 124, 17)"
"(287, 170, 0)","(116, 146, 8)","(289, 113, 17)"
"(320, 150, 1)","(90, 150, 5)","(322, 132, 19)"
"(214, 168, 0)","(110, 178, 16)","(212, 102, 21)"
"(252, 113, 0)","(67, 121, 12)","(251, 107, 22)"
"(301, 129, 2)","(80, 141, 8)","(303, 146, 21)"
"(217, 164, 0)","(121, 165, 16)","(212, 114, 18)"
"(212, 115, 3)","(122, 119, 16)","(209, 129, 20)"
"(235, 174, 3)","(123, 175, 15)","(234, 122, 18)"
"(192, 180, 1)","(106, 180, 18)","(190, 121, 20)"
"(211, 167, 0)","(107, 174, 17)","(209, 101, 20)"
"(206, 152, 1)","(104, 158, 17)","(204, 129, 21)"
"(212, 188, 0)","(99, 182, 16)","(210, 99, 20)"
"(228, 179, -1)","(111, 182, 15)","(226, 102, 20)"
"(287, 151, 3)","(148, 153, 9)","(288, 148, 20)"
"(237, 176, 4)","(161, 178, 14)","(236, 166, 20)"
"(271, 146, 0)","(79, 152, 10)","(272, 108, 21)"
"(236, 199, 1)","(127, 202, 14)","(235, 125, 17)"
"(226, 211, 0)","(110, 211, 15)","(224, 136, 19)"
"(227, 180, 1)","(122, 178, 16)","(223, 124, 20)"
"(210, 149, -1)","(110, 147, 17)","(204, 95, 20)"
"(276, 130, 2)","(112, 135, 10)","(277, 132, 20)"
"(256, 165, -1)","(123, 172, 12)","(256, 100, 20)"
"(289, 179, -2)","(109, 186, 8)","(291, 110, 19)"
"(232, 144, 1)","(136, 147, 15)","(230, 117, 22)"
"(222, 183, 1)","(114, 184, 15)","(220, 105, 19)"
"(222, 155, -1)","(111, 160, 15)","(220, 118, 20)"
"(229, 165, 0)","(120, 172, 15)","(228, 100, 20)"
"(306, 135, 3)","(75, 130, 7)","(309, 129, 19)"
"(291, 138, 3)","(63, 146, 9)","(292, 120, 21)"
"(298, 138, 0)","(95, 150, 8)","(300, 122, 23)"
"(232, 146, 2)","(65, 164, 15)","(230, 72, 20)"
"(261, 160, -1)","(107, 163, 12)","(262, 114, 21)"
"(212, 200, 0)","(95, 202, 17)","(211, 102, 17)"
"(198, 150, 0)","(112, 168, 18)","(202, 122, 21)"
"(276, 160, 1)","(100, 165, 10)","(278, 82, 19)"
"(289, 187, 2)","(115, 189, 9)","(290, 125, 19)"
"(239, 141, -2)","(87, 133, 13)","(236, 101, 20)"
"(215, 166, 0)","(115, 172, 16)","(214, 115, 19)"
"(230, 170, 0)","(109, 169, 15)","(229, 117, 20)"
"(214, 175, 1)","(126, 183, 16)","(211, 133, 19)"
"(229, 159, 1)","(120, 161, 15)","(227, 99, 21)"
"(227, 159, 0)","(134, 154, 15)","(226, 125, 21)"
"(299, 178, 1)","(142, 182, 8)","(300, 139, 21)"
"(226, 168, 0)","(117, 171, 15)","(225, 116, 20)"
"(232, 160, 2)","(99, 171, 16)","(228, 130, 20)"
"(227, 169, 4)","(96, 182, 15)","(226, 164, 19)"
"(211, 157, 1)","(43, 175, 16)","(209, 115, 18)"
"(229, 186, 0)","(81, 173, 15)","(227, 113, 19)"
"(209, 191, -2)","(115, 198, 15)","(209, 102, 19)"
"(226, 161, 1)","(125, 161, 15)","(297, 115, 19)"
"(289, 183, 2)","(115, 180, 8)","(295, 104, 18)"
"(305, 166, 1)","(105, 171, 7)","(308, 120, 21)"
"(300, 175, 1)","(134, 182, 8)","(302, 119, 20)"
"(279, 164, 3)","(123, 177, 10)","(280, 150, 18)"
"(222, 181, 0)","(116, 189, 15)","(240, 103, 18)"
"(218, 204, 0)","(130, 209, 16)","(216, 123, 18)"
"(207, 192, 3)","(114, 192, 15)","(214, 135, 18)"
"(254, 163, -2)","(97, 164, 10)","(253, 94, 20)"
"(283, 185, 1)","(73, 187, 10)","(284, 100, 18)"
"(293, 153, 1)","(133, 157, 9)","(295, 127, 19)"
"(214, 170, 0)","(65, 180, 15)","(212, 114, 18)"
"(299, 169, -1)","(53, 174, 7)","(301, 94, 16)"
"(286, 175, 1)","(50, 181, 8)","(287, 106, 20)"
"(291, 149, -1)","(113, 162, 9)","(293, 113, 20)"
"(231, 149, 2)","(134, 164, 15)","(229, 141, 22)"
"(237, 145, -1)","(122, 146, 14)","(237, 121, 19)"
"(224, 212, -3)","(92, 212, 15)","(223, 97, 19)"
"(219, 215, 1)","(141, 218, 16)","(218, 135, 18)"
"(208, 185, 0)","(119, 193, 17)","(206, 112, 17)"
"(236, 181, 1)","(142, 185, 14)","(235, 137, 20)"
"(234, 172, 0)","(130, 164, 15)","(231, 129, 19)"
"(222, 174, 0)","(111, 177, 15)","(220, 114, 20)"
"(214, 183, -1)","(111, 191, 16)","(210, 116, 18)"
"(213, 202, 4)","(135, 221, 16)","(212, 144, 17)"
"(202, 175, -1)","(131, 179, 17)","(200, 123, 19)"
"(265, 129, -1)","(54, 136, 10)","(266, 108, 21)"
"(206, 195, 1)","(127, 196, 17)","(204, 127, 19)"
"(233, 175, 0)","(116, 198, 15)","(233, 115, 18)"
"(216, 183, 0)","(135, 187, 16)","(214, 141, 20)"
"(258, 135, -1)","(101, 151, 12)","(262, 113, 20)"
"(281, 140, 1)","(130, 140, 10)","(282, 123, 19)"
"(230, 173, 6)","(148, 170, 15)","(229, 163, 18)"
"(278, 186, 0)","(137, 183, 9)","(283, 124, 16)"
"(338, 185, 0)","(102, 198, 4)","(342, 108, 17)"
"(212, 167, 1)","(88, 171, 16)","(210, 127, 21)"
"(276, 195, 2)","(148, 197, 10)","(277, 144, 18)"
"(229, 191, 1)","(115, 192, 15)","(227, 126, 18)"
"(288, 170, -2)","(75, 172, 8)","(290, 81, 20)"
"(287, 143, -1)","(102, 148, 8)","(288, 110, 20)"
"(289, 191, 1)","(124, 189, 9)","(290, 129, 21)"
"(225, 161, 1)","(150, 161, 15)","(223, 133, 21)"
"(223, 177, 1)","(143, 180, 16)","(222, 136, 19)"
"(239, 177, 2)","(76, 191, 13)","(235, 98, 18)"
"(221, 176, 4)","(100, 182, 16)","(219, 131, 18)"
"(246, 139, 1)","(111, 143, 13)","(246, 130, 22)"
"(304, 147, 0)","(80, 166, 8)","(305, 94, 20)"
"(308, 181, 2)","(63, 181, 7)","(310, 121, 18)"
"(204, 183, 0)","(136, 186, 17)","(202, 133, 20)"
"(259, 185, 1)","(114, 152, 12)","(260, 127, 22)"
"(317, 167, -1)","(134, 170, 6)","(319, 123, 18)"
"(255, 122, -2)","(56, 136, 13)","(255, 111, 23)"
"(301, 177, -1)","(116, 181, 8)","(303, 117, 19)"
"(197, 191, 0)","(110, 195, 16)","(257, 102, 18)"
"(207, 194, 1)","(124, 195, 17)","(203, 142, 17)"
"(205, 202, 1)","(122, 189, 17)","(202, 138, 15)"
"(282, 132, 2)","(126, 152, 9)","(283, 144, 20)"
"(209, 166, 2)","(73, 143, 15)","(211, 116, 21)"
"(267, 148, 0)","(95, 160, 15)","(231, 98, 20)"
"(238, 144, -1)","(118, 140, 14)","(277, 123, 21)"
"(219, 146, -2)","(106, 152, 15)","(218, 109, 20)"
"(213, 181, 0)","(100, 174, 16)","(210, 114, 18)"
"(209, 181, 0)","(120, 185, 17)","(207, 120, 19)"
"(228, 192, 4)","(120, 196, 14)","(226, 123, 19)"
"(197, 171, 1)","(64, 175, 17)","(195, 135, 20)"
"(271, 137, -3)","(111, 138, 11)","(271, 97, 23)"
"(291, 161, 1)","(107, 150, 9)","(293, 124, 20)"
"(216, 153, 1)","(123, 160, 16)","(214, 131, 20)"
"(292, 163, 0)","(92, 170, 9)","(294, 128, 20)"
